tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N590JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N590NW,2003,NA,BOEING,757-351,2,275,NA,Turbo-fan
N590UA,1997,NA,BOEING,757-222,2,178,NA,Turbo-fan
N591JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N592AA,1991,NA,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N592AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N592JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N592UA,1990,NA,GATES LEARJET CORP.,35A,2,10,400,Turbo-fan
N593AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N593JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N594AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N594JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N594NW,2003,NA,BOEING,757-351,2,275,NA,Turbo-fan
N595AA,1992,NA,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N595JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N595NW,2003,NA,BOEING,757-351,2,275,NA,Turbo-fan
N595UA,1998,NA,BOEING,757-222,2,178,NA,Turbo-fan
N596AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N596UA,1998,NA,BOEING,757-222,2,178,NA,Turbo-fan
N597AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N597JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N597UA,1998,NA,BOEING,757-222,2,178,NA,Turbo-fan
N598JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N598UA,1999,NA,BOEING,757-222,2,178,NA,Turbo-fan
N599JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N600LR,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N600WN,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N601AW,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N601LR,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N601WN,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N601XJ,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N602AW,2021,NA,AIR TRACTOR INC,AT-602,1,2,NA,Turbo-prop
N602LR,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N602SW,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N602XJ,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N603AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N603JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N603SW,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N604AW,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N604LR,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N605JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N605LR,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N606JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N606LR,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N607AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N607JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N607LR,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N608AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N608DA,1985,NA,BOEING,757-232,2,178,NA,Turbo-fan
N608JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N609SW,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N610WN,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N612JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N612QX,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N613JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N614QX,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N615AA,1967,NA,BEECH,65-A90,2,9,202,Turbo-prop
N615JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N618JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N619SW,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N621JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N622AW,NA,NA,AIR TRACTOR INC,AT-602,1,2,NA,Turbo-prop
N623JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N623SW,1996,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N624AG,1993,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N624JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N625JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N625SW,1996,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N626SW,1996,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N626VA,2006,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N627AW,1959,NA,PIPER,PA-23-160,2,5,150,Reciprocating
N627JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N627SW,1996,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N627VA,2006,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N628AA,NA,NA,PIPER,PA-46-600TP,1,6,NA,Turbo-prop
N628VA,2007,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N629JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N629SW,1996,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N629VA,2007,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N630JB,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N630VA,2007,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N632JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N632VA,2007,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N633JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N633SW,1996,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N633VA,2007,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N634JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N634SW,1996,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N635JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N635VA,2008,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N636JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N636VA,2008,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N637JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N637VA,2008,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N638JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N638VA,2008,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N639JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N639VA,2007,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N640JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N640VA,2007,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N641JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N641UA,1991,NA,BOEING,767-322,2,330,NA,Turbo-fan
N641VA,2008,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N642VA,2008,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N643JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N644JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N644SW,1997,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N644UA,1991,NA,BOEING,767-322,2,330,NA,Turbo-fan
N645JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N646JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N646UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N647AW,1997,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N647UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N64809,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N648JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N648SW,1997,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N648UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N649AW,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N649DL,1989,NA,BOEING,757-232,2,178,NA,Turbo-fan
N649JB,2006,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N649UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N650AW,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N650DL,1986,NA,BOEING,757-232,2,178,NA,Turbo-fan
N651AW,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N651DL,1989,NA,BOEING,757-232,2,178,NA,Turbo-fan
N651JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N651UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N652AW,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N652DL,1989,NA,BOEING,757-232,2,178,NA,Turbo-fan
N652JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N652UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N653AW,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N653JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N653UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N654AW,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N654DL,1990,NA,BOEING,757-232,2,178,NA,Turbo-fan
N654UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N655AW,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N655DL,1990,NA,BOEING,757-232,2,178,NA,Turbo-fan
N655JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N655UA,1992,NA,BOEING,767-322,2,330,NA,Turbo-fan
N656AW,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N656JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N656UA,1993,NA,BOEING,767-322,2,330,NA,Turbo-fan
N657AW,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N657JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N657UA,1993,NA,BOEING,767-322,2,330,NA,Turbo-fan
N658AW,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N658DL,1990,NA,BOEING,757-232,2,178,NA,Turbo-fan
N658JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N658UA,1993,NA,BOEING,767-322,2,330,NA,Turbo-fan
N659AW,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N659DL,1990,NA,BOEING,757-232,2,178,NA,Turbo-fan
N659JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N659UA,1993,NA,BOEING,767-322,2,330,NA,Turbo-fan
N66051,2000,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N66056,2001,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N66057,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N660AW,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N660DL,1990,NA,BOEING,757-232,2,178,NA,Turbo-fan
N660UA,1993,NA,BOEING,767-322,2,330,NA,Turbo-fan
N661AW,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N661DN,1990,NA,BOEING,757-232,2,178,NA,Turbo-fan
N661JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N661UA,1993,NA,BOEING,767-322,2,330,NA,Turbo-fan
N662AW,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N662DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N662JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N663AW,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N663DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N663JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N663UA,1993,NA,BOEING,767-322,2,330,NA,Turbo-fan
N664AW,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N664DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N664UA,1998,NA,BOEING,767-322,2,330,NA,Turbo-fan
N665AW,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N665DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N665JB,2007,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N665UA,1998,NA,BOEING,767-322,2,330,NA,Turbo-fan
N666DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N666UA,1998,NA,BOEING,767-322,2,330,NA,Turbo-fan
N667AW,2002,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N667DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N667UA,1998,NA,BOEING,767-322,2,330,NA,Turbo-fan
N66803,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N66808,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N668AW,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N668DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N668UA,1999,NA,BOEING,767-322,2,330,NA,Turbo-fan
N669AW,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N669DN,1991,NA,BOEING,757-232,2,178,NA,Turbo-fan
N669UA,1999,NA,BOEING,767-322,2,330,NA,Turbo-fan
N6700,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6701,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6702,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6703D,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6704Z,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N67052,2000,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N67058,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N6705Y,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6706Q,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6707A,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6708D,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6709,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N670DN,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N670UA,1999,NA,BOEING,767-322,2,330,NA,Turbo-fan
N6710E,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6711M,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6712B,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N67134,1999,NA,BOEING,757-224,2,178,NA,Turbo-fan
N6713Y,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6714Q,2000,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6715C,2001,NA,BOEING,757-232,2,178,NA,Turbo-fan
N6716C,2001,NA,BOEING,757-232,2,178,NA,Turbo-fan
N67171,2001,NA,BOEING,757-232,2,178,NA,Turbo-fan
N671DN,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N671UA,1999,NA,BOEING,767-322,2,330,NA,Turbo-fan
N672DL,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N672UA,1999,NA,BOEING,767-322,2,330,NA,Turbo-fan
N673AW,NA,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N673DL,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N673UA,2000,NA,BOEING,767-322,2,330,NA,Turbo-fan
N674DL,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N674UA,2000,NA,BOEING,767-322,2,330,NA,Turbo-fan
N675DL,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N675UA,2000,NA,BOEING,767-322,2,330,NA,Turbo-fan
N676CA,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N676DL,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N676UA,2001,NA,BOEING,767-322,2,330,NA,Turbo-fan
N677UA,2001,NA,BOEING,767-322,2,330,NA,Turbo-fan
N678CA,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N678DL,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N679AW,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N679DA,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N68061,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N680AW,2005,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N680DA,1992,NA,BOEING,757-232,2,178,NA,Turbo-fan
N681DA,1993,NA,BOEING,757-232,2,178,NA,Turbo-fan
N682DA,1993,NA,BOEING,757-232,2,178,NA,Turbo-fan
N683DA,1993,NA,BOEING,757-232,2,178,NA,Turbo-fan
N68452,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N68453,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N684DA,1993,NA,BOEING,757-232,2,178,NA,Turbo-fan
N685DA,1995,NA,BOEING,757-232,2,178,NA,Turbo-fan
N686DA,1995,NA,BOEING,757-232,2,178,NA,Turbo-fan
N687DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N68801,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N68802,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N68805,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N68807,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N688DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N689DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N69059,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N69063,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N690DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N691CA,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N692DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N693CA,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N693DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N694DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N695CA,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N695DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N696DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N697DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N69804,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69806,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N698DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N699DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N700GS,1997,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N700UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N701GS,1997,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N701SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N701UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N702SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N702TW,1996,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N702UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N703JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N703SW,1997,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N703TW,1996,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N703UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N704US,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704X,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N705JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N705SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N705SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N705TW,1997,NA,BOEING,757-231,2,178,NA,Turbo-fan
N705UW,NA,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N706JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N706SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N706TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N707EV,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N707SA,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N707TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N708EV,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N708SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N708UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N709EV,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N709SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N709TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N709UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N710EV,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N710TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N710UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N711HK,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N711UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N711ZX,1997,NA,BOEING,757-231,2,178,NA,Turbo-fan
N712EV,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N712JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N712SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N712TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N712US,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N713EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N713MQ,NA,NA,BOEING,737-7CT,2,149,NA,Turbo-fan
N713SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N713TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N713UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N71411,2002,NA,BOEING,737-924,2,191,NA,Turbo-fan
N714CB,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N714US,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N715JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N715SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N715UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N716EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N716SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N716UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N717EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N717JL,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N717SA,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N717TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N717UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N718EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N718SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N718TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N719EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N719SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N720EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N720WN,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N721TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N721UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N722EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N722TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N722US,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N723EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N723SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N723TW,2000,NA,BOEING,757-231,2,178,NA,Turbo-fan
N723UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N72405,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N724EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N724SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N724UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N725SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N725UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N726SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N726SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N727SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N727TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N728SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
